1398092740,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1398092740,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1398092740,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1398092740,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1398092740,s3-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1398092740,s3-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1398092740,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1398092740,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1398092740,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1398092741,s1-eth1,1250718.00,31314.00,1282032.00,31314,1250718,829.00,423.00,1252.00,423,829,0.00,0.00,0,0
1398092741,s1-eth2,31314.00,1250718.00,1282032.00,1250718,31314,423.00,829.00,1252.00,829,423,0.00,0.00,0,0
1398092741,s2-eth1,231726.00,9818.00,241544.00,9818,231726,155.00,127.00,282.00,127,155,0.00,0.00,0,0
1398092741,s2-eth2,9818.00,246866.00,256684.00,246866,9818,127.00,165.00,292.00,165,127,0.00,0.00,0,0
1398092741,s3-eth1,249894.00,8106.00,258000.00,8106,249894,167.00,107.00,274.00,107,167,0.00,0.00,0,0
1398092741,s3-eth2,8106.00,256020.00,264126.00,256020,8106,107.00,172.00,279.00,172,107,0.00,0.00,0,0
1398092741,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1398092741,lo,2800.00,2800.00,5600.00,2800,2800,33.00,33.00,66.00,33,33,0.00,0.00,0,0
1398092741,total,1784376.00,1805642.00,3590018.00,1805642,1784376,1841.00,1856.00,3697.00,1856,1841,0.00,0.00,0,0
1398092742,s1-eth1,1250648.00,30488.00,1281136.00,30488,1250648,828.00,412.00,1240.00,412,828,0.00,0.00,0,0
1398092742,s1-eth2,30488.00,1250648.00,1281136.00,1250648,30488,412.00,828.00,1240.00,828,412,0.00,0.00,0,0
1398092742,s2-eth1,243838.00,9352.00,253190.00,9352,243838,163.00,122.00,285.00,122,163,0.00,0.00,0,0
1398092742,s2-eth2,9352.00,251408.00,260760.00,251408,9352,122.00,168.00,290.00,168,122,0.00,0.00,0,0
1398092742,s3-eth1,249894.00,8654.00,258548.00,8654,249894,167.00,115.00,282.00,115,167,0.00,0.00,0,0
1398092742,s3-eth2,8654.00,254436.00,263090.00,254436,8654,115.00,170.00,285.00,170,115,0.00,0.00,0,0
1398092742,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1398092742,lo,1440.00,1440.00,2880.00,1440,1440,18.00,18.00,36.00,18,18,0.00,0.00,0,0
